meson;1.3.2;https://github.com/mesonbuild/meson/releases/download/1.3.2/meson-1.3.2.tar.gz;2d0ebd3a24249617b1c4d30026380cf8
mpc;1.3.1;https://ftp.gnu.org/gnu/mpc/mpc-@.tar.gz;5c9bc658c9fd0f940e8e3e0f09530c62
mpfr;4.2.1;https://ftp.gnu.org/gnu/mpfr/mpfr-@.tar.xz;523c50c6318dde6f9dc523bc0244690a
ncurses;6.4-20230520;https://anduin.linuxfromscratch.org/LFS/ncurses-@.tar.xz;c5367e829b6d9f3f97b280bb3e6bfbc3
ninja;1.11.1;https://github.com/ninja-build/ninja/archive/v1.11.1/ninja-1.11.1.tar.gz;32151c08211d7ca3c1d832064f6939b0
openssl;3.2.1;https://www.openssl.org/source/openssl-@.tar.gz;c239213887804ba00654884918b37441
patch;2.7.6;https://ftp.gnu.org/gnu/patch/patch-@.tar.xz;78ad9937e4caadcba1526ef1853730d5
perl;5.38.2;https://www.cpan.org/src/5.0/perl-5.38.2.tar.xz;d3957d75042918a23ec0abac4a2b7e0a
pkgconf;2.1.1;https://distfiles.ariadne.space/pkgconf/pkgconf-@.tar.xz;bc29d74c2483197deb9f1f3b414b7918
procps;4.0.4;https://sourceforge.net/projects/procps-ng/files/Production/procps-ng-@.tar.xz;2f747fc7df8ccf402d03e375c565cf96
psmisc;23.6;https://sourceforge.net/projects/psmisc/files/psmisc/psmisc-@.tar.xz;ed3206da1184ce9e82d607dc56c52633
python;3.12.2;https://www.python.org/ftp/python/3.12.2/Python-3.12.2.tar.xz;e7c178b97bf8f7ccd677b94d614f7b3c
python documentation;3.12.2;https://www.python.org/ftp/python/doc/3.12.2/python-3.12.2-docs-html.tar.bz2;8a6310f6288e7f60c3565277ec3b5279
readline;8.2;https://ftp.gnu.org/gnu/readline/readline-@.tar.gz;4aa1b31be779e6b84f9a96cb66bc50f6
readline-patch;8.2;https://www.linuxfromscratch.org/patches/lfs/12.1/readline-@-upstream_fixes-3.patch;9ed497b6cb8adcb8dbda9dee9ebce791
sed;4.9;https://ftp.gnu.org/gnu/sed/sed-@.tar.xz;6aac9b2dbafcd5b7a67a8a9bcb8036c3
setuptools;69.1.0;https://pypi.org/packages/source/s/setuptools/setuptools-@.tar.gz;6f6eb780ce12c90d81ce243747ed7ab0
shadow;4.14.5;https://github.com/shadow-maint/shadow/releases/download/4.14.5/shadow-4.14.5.tar.xz;452b0e59f08bf618482228ba3732d0ae
systemd;255;https://github.com/systemd/systemd/archive/v@/systemd-@.tar.gz;521cda27409a9edf0370c128fae3e690
systemd man pages;255;https://anduin.linuxfromscratch.org/LFS/systemd-man-pages-@.tar.xz;1ebe54d7a80f9abf8f2d14ddfeb2432d
systemd-patch;255;https://www.linuxfromscratch.org/patches/lfs/12.1/systemd-@-upstream_fixes-1.patch;8d9c1014445c463cf7c24c162b1e0686
tar;1.35;https://ftp.gnu.org/gnu/tar/tar-@.tar.xz;a2d8042658cfd8ea939e6d911eaf4152
tcl;8.6.13;https://downloads.sourceforge.net/tcl/tcl@-src.tar.gz;0e4358aade2f5db8a8b6f2f6d9481ec2
tcl documentation;8.6.13;https://downloads.sourceforge.net/tcl/tcl@-html.tar.gz;4452f2f6d557f5598cca17b786d6eb68
texinfo;7.1;https://ftp.gnu.org/gnu/texinfo/texinfo-@.tar.xz;edd9928b4a3f82674bcc3551616eef3b
time zone zata;2024a;https://www.iana.org/time-zones/repository/releases/tzdata2024a.tar.gz;2349edd8335245525cc082f2755d5bf4
util-linux;2.39.3;https://www.kernel.org/pub/linux/utils/util-linux/v2.39/util-linux-2.39.3.tar.xz;f3591e6970c017bb4bcd24ae762a98f5
vim;9.1.0041;https://github.com/vim/vim/archive/v9.1.0041/vim-9.1.0041.tar.gz;79dfe62be5d347b1325cbd5ce2a1f9b3
wheel;0.42.0;https://pypi.org/packages/source/w/wheel/wheel-@.tar.gz;802ad6e5f9336fcb1c76b7593f0cd22d
xml::Parser;2.47;https://cpan.metacpan.org/authors/id/T/TO/TODDR/XML-Parser-@.tar.gz;89a8e82cfd2ad948b349c0a69c494463
xz utils;5.4.6;https://github.com/tukaani-project/xz/releases/download/v5.4.6/xz-5.4.6.tar.xz;7ade7bd1181a731328f875bec62a9377
zlib;1.3.1;https://zlib.net/fossils/zlib-@.tar.gz;9855b6d802d7fe5b7bd5b196a2271655
zstd;1.5.5;https://github.com/facebook/zstd/releases/download/v1.5.5/zstd-1.5.5.tar.gz;63251602329a106220e0a5ad26ba656f
